"Dataset"	"CellID"	"Component"	"Folder"	"Image"	"Centre_of_mass"	"Area_square_pixels"	"Area_square_microns"	"Perimeter_pixels"	"Perimeter_microns"	"Max_feret_pixels"	"Max_feret_microns"	"Circularity"	"Min_diameter_pixels"	"Min_diameter_microns"	"Ellipticity"	"Aspect_ratio"	"Elongation"	"Regularity"	"Difference_from_median"	"Bounding_height_pixels"	"Bounding_height_microns"	"Bounding_width_pixels"	"Bounding_width_microns"	"Angle_between_reference_points_degrees"	"Length_of_hook_pixels"	"Length_of_hook_microns"	"Width_of_body_pixels"	"Width_of_body_microns"	"Angle_profile_0"	"Angle_profile_1"	"Angle_profile_2"	"Angle_profile_3"	"Angle_profile_4"	"Angle_profile_5"	"Angle_profile_6"	"Angle_profile_7"	"Angle_profile_8"	"Angle_profile_9"	"Angle_profile_10"	"Angle_profile_11"	"Angle_profile_12"	"Angle_profile_13"	"Angle_profile_14"	"Angle_profile_15"	"Angle_profile_16"	"Angle_profile_17"	"Angle_profile_18"	"Angle_profile_19"	"Angle_profile_20"	"Angle_profile_21"	"Angle_profile_22"	"Angle_profile_23"	"Angle_profile_24"	"Angle_profile_25"	"Angle_profile_26"	"Angle_profile_27"	"Angle_profile_28"	"Angle_profile_29"	"Angle_profile_30"	"Angle_profile_31"	"Angle_profile_32"	"Angle_profile_33"	"Angle_profile_34"	"Angle_profile_35"	"Angle_profile_36"	"Angle_profile_37"	"Angle_profile_38"	"Angle_profile_39"	"Angle_profile_40"	"Angle_profile_41"	"Angle_profile_42"	"Angle_profile_43"	"Angle_profile_44"	"Angle_profile_45"	"Angle_profile_46"	"Angle_profile_47"	"Angle_profile_48"	"Angle_profile_49"	"Angle_profile_50"	"Angle_profile_51"	"Angle_profile_52"	"Angle_profile_53"	"Angle_profile_54"	"Angle_profile_55"	"Angle_profile_56"	"Angle_profile_57"	"Angle_profile_58"	"Angle_profile_59"	"Angle_profile_60"	"Angle_profile_61"	"Angle_profile_62"	"Angle_profile_63"	"Angle_profile_64"	"Angle_profile_65"	"Angle_profile_66"	"Angle_profile_67"	"Angle_profile_68"	"Angle_profile_69"	"Angle_profile_70"	"Angle_profile_71"	"Angle_profile_72"	"Angle_profile_73"	"Angle_profile_74"	"Angle_profile_75"	"Angle_profile_76"	"Angle_profile_77"	"Angle_profile_78"	"Angle_profile_79"	"Angle_profile_80"	"Angle_profile_81"	"Angle_profile_82"	"Angle_profile_83"	"Angle_profile_84"	"Angle_profile_85"	"Angle_profile_86"	"Angle_profile_87"	"Angle_profile_88"	"Angle_profile_89"	"Angle_profile_90"	"Angle_profile_91"	"Angle_profile_92"	"Angle_profile_93"	"Angle_profile_94"	"Angle_profile_95"	"Angle_profile_96"	"Angle_profile_97"	"Angle_profile_98"	"Angle_profile_99"	"Diameter_profile_0"	"Diameter_profile_1"	"Diameter_profile_2"	"Diameter_profile_3"	"Diameter_profile_4"	"Diameter_profile_5"	"Diameter_profile_6"	"Diameter_profile_7"	"Diameter_profile_8"	"Diameter_profile_9"	"Diameter_profile_10"	"Diameter_profile_11"	"Diameter_profile_12"	"Diameter_profile_13"	"Diameter_profile_14"	"Diameter_profile_15"	"Diameter_profile_16"	"Diameter_profile_17"	"Diameter_profile_18"	"Diameter_profile_19"	"Diameter_profile_20"	"Diameter_profile_21"	"Diameter_profile_22"	"Diameter_profile_23"	"Diameter_profile_24"	"Diameter_profile_25"	"Diameter_profile_26"	"Diameter_profile_27"	"Diameter_profile_28"	"Diameter_profile_29"	"Diameter_profile_30"	"Diameter_profile_31"	"Diameter_profile_32"	"Diameter_profile_33"	"Diameter_profile_34"	"Diameter_profile_35"	"Diameter_profile_36"	"Diameter_profile_37"	"Diameter_profile_38"	"Diameter_profile_39"	"Diameter_profile_40"	"Diameter_profile_41"	"Diameter_profile_42"	"Diameter_profile_43"	"Diameter_profile_44"	"Diameter_profile_45"	"Diameter_profile_46"	"Diameter_profile_47"	"Diameter_profile_48"	"Diameter_profile_49"	"Diameter_profile_50"	"Diameter_profile_51"	"Diameter_profile_52"	"Diameter_profile_53"	"Diameter_profile_54"	"Diameter_profile_55"	"Diameter_profile_56"	"Diameter_profile_57"	"Diameter_profile_58"	"Diameter_profile_59"	"Diameter_profile_60"	"Diameter_profile_61"	"Diameter_profile_62"	"Diameter_profile_63"	"Diameter_profile_64"	"Diameter_profile_65"	"Diameter_profile_66"	"Diameter_profile_67"	"Diameter_profile_68"	"Diameter_profile_69"	"Diameter_profile_70"	"Diameter_profile_71"	"Diameter_profile_72"	"Diameter_profile_73"	"Diameter_profile_74"	"Diameter_profile_75"	"Diameter_profile_76"	"Diameter_profile_77"	"Diameter_profile_78"	"Diameter_profile_79"	"Diameter_profile_80"	"Diameter_profile_81"	"Diameter_profile_82"	"Diameter_profile_83"	"Diameter_profile_84"	"Diameter_profile_85"	"Diameter_profile_86"	"Diameter_profile_87"	"Diameter_profile_88"	"Diameter_profile_89"	"Diameter_profile_90"	"Diameter_profile_91"	"Diameter_profile_92"	"Diameter_profile_93"	"Diameter_profile_94"	"Diameter_profile_95"	"Diameter_profile_96"	"Diameter_profile_97"	"Diameter_profile_98"	"Diameter_profile_99"	"Radius_profile_0"	"Radius_profile_1"	"Radius_profile_2"	"Radius_profile_3"	"Radius_profile_4"	"Radius_profile_5"	"Radius_profile_6"	"Radius_profile_7"	"Radius_profile_8"	"Radius_profile_9"	"Radius_profile_10"	"Radius_profile_11"	"Radius_profile_12"	"Radius_profile_13"	"Radius_profile_14"	"Radius_profile_15"	"Radius_profile_16"	"Radius_profile_17"	"Radius_profile_18"	"Radius_profile_19"	"Radius_profile_20"	"Radius_profile_21"	"Radius_profile_22"	"Radius_profile_23"	"Radius_profile_24"	"Radius_profile_25"	"Radius_profile_26"	"Radius_profile_27"	"Radius_profile_28"	"Radius_profile_29"	"Radius_profile_30"	"Radius_profile_31"	"Radius_profile_32"	"Radius_profile_33"	"Radius_profile_34"	"Radius_profile_35"	"Radius_profile_36"	"Radius_profile_37"	"Radius_profile_38"	"Radius_profile_39"	"Radius_profile_40"	"Radius_profile_41"	"Radius_profile_42"	"Radius_profile_43"	"Radius_profile_44"	"Radius_profile_45"	"Radius_profile_46"	"Radius_profile_47"	"Radius_profile_48"	"Radius_profile_49"	"Radius_profile_50"	"Radius_profile_51"	"Radius_profile_52"	"Radius_profile_53"	"Radius_profile_54"	"Radius_profile_55"	"Radius_profile_56"	"Radius_profile_57"	"Radius_profile_58"	"Radius_profile_59"	"Radius_profile_60"	"Radius_profile_61"	"Radius_profile_62"	"Radius_profile_63"	"Radius_profile_64"	"Radius_profile_65"	"Radius_profile_66"	"Radius_profile_67"	"Radius_profile_68"	"Radius_profile_69"	"Radius_profile_70"	"Radius_profile_71"	"Radius_profile_72"	"Radius_profile_73"	"Radius_profile_74"	"Radius_profile_75"	"Radius_profile_76"	"Radius_profile_77"	"Radius_profile_78"	"Radius_profile_79"	"Radius_profile_80"	"Radius_profile_81"	"Radius_profile_82"	"Radius_profile_83"	"Radius_profile_84"	"Radius_profile_85"	"Radius_profile_86"	"Radius_profile_87"	"Radius_profile_88"	"Radius_profile_89"	"Radius_profile_90"	"Radius_profile_91"	"Radius_profile_92"	"Radius_profile_93"	"Radius_profile_94"	"Radius_profile_95"	"Radius_profile_96"	"Radius_profile_97"	"Radius_profile_98"	"Radius_profile_99"	"Franken_profile_0"	"Franken_profile_1"	"Franken_profile_2"	"Franken_profile_3"	"Franken_profile_4"	"Franken_profile_5"	"Franken_profile_6"	"Franken_profile_7"	"Franken_profile_8"	"Franken_profile_9"	"Franken_profile_10"	"Franken_profile_11"	"Franken_profile_12"	"Franken_profile_13"	"Franken_profile_14"	"Franken_profile_15"	"Franken_profile_16"	"Franken_profile_17"	"Franken_profile_18"	"Franken_profile_19"	"Franken_profile_20"	"Franken_profile_21"	"Franken_profile_22"	"Franken_profile_23"	"Franken_profile_24"	"Franken_profile_25"	"Franken_profile_26"	"Franken_profile_27"	"Franken_profile_28"	"Franken_profile_29"	"Franken_profile_30"	"Franken_profile_31"	"Franken_profile_32"	"Franken_profile_33"	"Franken_profile_34"	"Franken_profile_35"	"Franken_profile_36"	"Franken_profile_37"	"Franken_profile_38"	"Franken_profile_39"	"Franken_profile_40"	"Franken_profile_41"	"Franken_profile_42"	"Franken_profile_43"	"Franken_profile_44"	"Franken_profile_45"	"Franken_profile_46"	"Franken_profile_47"	"Franken_profile_48"	"Franken_profile_49"	"Franken_profile_50"	"Franken_profile_51"	"Franken_profile_52"	"Franken_profile_53"	"Franken_profile_54"	"Franken_profile_55"	"Franken_profile_56"	"Franken_profile_57"	"Franken_profile_58"	"Franken_profile_59"	"Franken_profile_60"	"Franken_profile_61"	"Franken_profile_62"	"Franken_profile_63"	"Franken_profile_64"	"Franken_profile_65"	"Franken_profile_66"	"Franken_profile_67"	"Franken_profile_68"	"Franken_profile_69"	"Franken_profile_70"	"Franken_profile_71"	"Franken_profile_72"	"Franken_profile_73"	"Franken_profile_74"	"Franken_profile_75"	"Franken_profile_76"	"Franken_profile_77"	"Franken_profile_78"	"Franken_profile_79"	"Franken_profile_80"	"Franken_profile_81"	"Franken_profile_82"	"Franken_profile_83"	"Franken_profile_84"	"Franken_profile_85"	"Franken_profile_86"	"Franken_profile_87"	"Franken_profile_88"	"Franken_profile_89"	"Franken_profile_90"	"Franken_profile_91"	"Franken_profile_92"	"Franken_profile_93"	"Franken_profile_94"	"Franken_profile_95"	"Franken_profile_96"	"Franken_profile_97"	"Franken_profile_98"	"Franken_profile_99"	"Length_seg_0_pixels"	"Length_seg_0_microns"	"Length_seg_0_start"	"Length_seg_0_end"	"Length_seg_1_pixels"	"Length_seg_1_microns"	"Length_seg_1_start"	"Length_seg_1_end"	"Length_seg_2_pixels"	"Length_seg_2_microns"	"Length_seg_2_start"	"Length_seg_2_end"	"Length_seg_3_pixels"	"Length_seg_3_microns"	"Length_seg_3_start"	"Length_seg_3_end"	"Length_seg_4_pixels"	"Length_seg_4_microns"	"Length_seg_4_start"	"Length_seg_4_end"
"MF1 - WT Ind 1 - Right - FITC - Y"	"dd611946-d974-49c3-ad26-c1467b018e82"	"Nucleus_P166.tiff-1317"	"Y:\bms41\Mice\Yqdel warping\Pre-FISH\20160729 Wt ind 1 DAPI"	"P166.tiff"	"462.53717041015625 - 767.6721801757812"	4815	20.8405470914127	331.605122421383	21.816126475091	126.317061397105	8.31033298665165	0.550254615687034	51.8913230895996	3.41390283484208	1.40261653000431	0.712953240325015	0.167574194623387	1.47318377533771	6.44457981803351	112.551463127136	7.40470152152212	80.2439303398132	5.27920594340877	139.838034808892	54.6243019104004	3.59370407305266	26.3756980895996	1.7352432953684	36.9418487548828	44.3455467224121	65.1892318725586	101.252548217773	146.662704467773	190.138809204102	205.681396484375	207.291442871094	212.066375732422	209.199890136719	209.43522644043	210.575057983398	216.198852539062	215.78759765625	213.888763427734	205.311828613281	193.540374755859	185.956329345703	179.39909362793	175.909042358398	175.454574584961	179.257659912109	180.992065429688	180.690383911133	183.03466796875	180.395156860352	177.412078857422	175.688003540039	168.560531616211	159.308212280273	152.974044799805	143.761932373047	137.492095947266	140.638854980469	151.168197631836	163.491790771484	169.995254516602	178.40119934082	174.615905761719	161.977996826172	144.572555541992	132.087738037109	122.798728942871	123.379364013672	129.163909912109	140.687149047852	151.848663330078	158.070617675781	157.304992675781	150.080352783203	141.244110107422	135.156524658203	129.642425537109	132.145492553711	143.132766723633	151.437042236328	160.235366821289	167.363693237305	173.469741821289	174.154434204102	173.893264770508	172.722106933594	168.899795532227	167.044464111328	165.643203735352	164.121017456055	162.969375610352	162.344741821289	166.009414672852	165.396636962891	165.830505371094	166.888687133789	166.747909545898	166.151977539062	165.937759399414	168.842193603516	171.983306884766	171.048034667969	174.159103393555	174.82389831543	172.436721801758	165.18505859375	165.695602416992	163.353576660156	161.600006103516	158.836807250977	162.570388793945	170.57145690918	167.252136230469	167.04801940918	170.542755126953	169.63117980957	166.547210693359	165.953475952148	164.439804077148	161.575088500977	143.17546081543	120.546508789062	89.6098556518555	57.3816375732422	120.380462646484	116.701499938965	113.833030700684	112.880363464355	111.208770751953	110.333457946777	108.250823974609	105.298385620117	103.00333404541	100.041091918945	96.5339965820312	93.5537796020508	90.5652389526367	86.7464370727539	82.5007629394531	76.7139587402344	72.1181564331055	67.5203704833984	64.077995300293	60.8311996459961	57.0738220214844	55.0104637145996	53.4843864440918	52.9065742492676	52.2380447387695	53.4104423522949	54.971981048584	56.5761795043945	58.8685493469238	61.752254486084	64.3630294799805	67.2278747558594	69.5795593261719	71.4875564575195	74.1993942260742	76.1033630371094	78.4411544799805	80.0593185424805	83.6337738037109	88.3034362792969	91.3784637451172	94.3534317016602	98.9201889038086	102.017295837402	103.69181060791	103.754119873047	105.482421875	108.59228515625	110.790565490723	112.802505493164	115.444923400879	117.771644592285	119.63306427002	88.1856079101562	82.5007629394531	111.967353820801	74.9404907226562	72.1181564331055	68.0512847900391	65.2958908081055	63.0157051086426	60.8311996459961	58.106761932373	56.029182434082	55.0104637145996	53.6495819091797	53.1704025268555	52.7261772155762	52.0520553588867	52.8248100280762	53.7529945373535	55.2598648071289	58.0226707458496	61.1695594787598	64.3630294799805	68.6113433837891	71.4875564575195	74.5765914916992	77.5602188110352	79.5161056518555	82.6864013671875	88.3034362792969	93.3277282714844	96.9983596801758	99.6633453369141	102.017295837402	104.21590423584	104.133636474609	105.855796813965	107.885757446289	108.750465393066	111.282173156738	112.802505493164	114.853019714355	116.66259765625	118.469451904297	119.851593017578	120.857032775879	121.431884765625	121.636596679688	73.8574523925781	71.5255355834961	68.6569137573242	66.3579330444336	64.0592269897461	61.1658592224121	58.4431457519531	55.4900550842285	52.6932792663574	49.7315406799316	45.7693099975586	42.7893104553223	39.8013801574707	36.9385108947754	34.1862640380859	30.9531288146973	29.4754695892334	27.7989521026611	26.3168907165527	24.998384475708	23.4338302612305	22.5867862701416	22.074390411377	22.2791652679443	22.8179931640625	23.9537563323975	25.4395294189453	26.7690334320068	28.7481708526611	31.2360305786133	33.3226470947266	35.5818672180176	37.5621681213379	39.0219917297363	40.609977722168	41.2366104125977	42.4895477294922	43.0788345336914	44.8669509887695	47.655460357666	49.7746887207031	51.9501800537109	53.3334541320801	54.0552520751953	54.1585426330566	53.679759979248	53.50048828125	52.8967170715332	52.3870429992676	52.3393936157227	52.5584831237793	52.4619293212891	51.9824180603027	50.3104400634766	48.3144950866699	46.5230674743652	44.5196533203125	42.6427879333496	40.253734588623	38.6591110229492	37.2212104797363	35.8334045410156	34.3403015136719	33.1473731994629	32.4244003295898	31.7210426330566	31.1255359649658	30.4595375061035	29.5275497436523	29.601713180542	29.2833766937256	29.3501663208008	29.9248046875	30.416524887085	31.0410232543945	31.6762466430664	32.4658317565918	33.9053268432617	35.2754554748535	36.6897773742676	38.3875389099121	40.6479835510254	41.9826850891113	44.0597839355469	46.2225608825684	47.9622840881348	49.8550834655762	50.59521484375	52.7268447875977	54.9899406433105	56.3521194458008	58.7737808227539	60.4632301330566	62.313777923584	64.2716522216797	65.8703002929688	68.2504043579102	70.0933685302734	71.6243133544922	73.3221054077148	36.9418487548828	44.3455467224121	65.1892318725586	101.252548217773	158.005737304688	190.138809204102	205.681396484375	207.291442871094	210.862655639648	207.79069519043	209.43522644043	210.575057983398	218.209381103516	214.781539916992	212.646331787109	203.670700073242	192.880218505859	185.852020263672	179.791610717773	176.047836303711	175.045379638672	178.782196044922	181.555404663086	180.874298095703	183.380157470703	181.340377807617	178.315093994141	176.972473144531	171.425445556641	164.968597412109	154.213592529297	149.944381713867	141.336883544922	137.694488525391	145.268081665039	157.167678833008	164.918701171875	176.130798339844	174.438980102539	164.616058349609	147.974960327148	129.186080932617	121.4365234375	123.51343536377	128.164474487305	137.872039794922	146.884689331055	154.995223999023	158.158813476562	158.197006225586	152.851776123047	149.223907470703	139.173904418945	131.735260009766	130.385391235352	132.405563354492	146.488845825195	156.597671508789	163.539932250977	170.432067871094	174.814468383789	172.357757568359	171.700592041016	170.590957641602	166.365600585938	165.074325561523	165.181289672852	162.916656494141	162.132751464844	166.362014770508	165.43977355957	165.855209350586	167.018859863281	165.797653198242	165.957916259766	166.392135620117	168.240280151367	171.777160644531	170.754516601562	173.273971557617	175.670394897461	172.285522460938	163.571563720703	166.836395263672	161.399810791016	159.619735717773	160.453857421875	168.33576965332	169.575347900391	167.845367431641	168.727493286133	168.122695922852	167.250671386719	164.82585144043	164.691741943359	162.520355224609	149.798889160156	122.10758972168	91.0298919677734	57.9146385192871	41.3215105821038	2.71852043303315	0	121	66.1144169313661	4.34963269285303	121	318	37.1893595238934	2.44666838972983	318	427	25.8259441138149	1.69907527064572	427	502	166.319080092968	10.9420447429584	502	0
"MF1 - WT Ind 1 - Right - FITC - Y"	"e586219b-3a30-4b6c-9822-07034ccc5f5e"	"Nucleus_P131.tiff-841"	"Y:\bms41\Mice\Yqdel warping\Pre-FISH\20160729 Wt ind 1 DAPI"	"P131.tiff"	"304.9054870605469 - 70.99200439453125"	5063	21.9139542936288	331.605122421383	21.816126475091	130	8.55263157894737	0.578595871074445	55.094913482666	3.62466536070171	1.42812552526579	0.700218560839661	0.176319354502453	1.48293061788163	4.95037337107757	116.842981338501	7.68703824595401	81.8156242370605	5.38260685770135	141.700244964625	58.0879287719727	3.82157426131399	23.9120712280273	1.57316258079127	42.257022857666	45.9434928894043	63.019775390625	97.4498519897461	149.692886352539	182.270751953125	197.799652099609	206.904846191406	210.229629516602	212.872192382812	210.266540527344	212.756790161133	210.215789794922	207.967025756836	201.464797973633	195.840072631836	183.337066650391	183.999633789062	181.134841918945	179.669357299805	176.875900268555	178.116241455078	175.857788085938	175.256393432617	176.293762207031	179.196151733398	176.264358520508	177.183715820312	173.013900756836	165.125839233398	150.68603515625	143.523895263672	133.915802001953	136.331558227539	138.625518798828	160.295013427734	181.034393310547	191.850555419922	195.600021362305	185.581909179688	157.549011230469	140.864761352539	126.324577331543	115.30842590332	120.842124938965	132.852188110352	139.202819824219	144.607131958008	148.613739013672	148.324478149414	143.15119934082	139.387451171875	142.544616699219	146.655624389648	149.282958984375	152.950637817383	161.925827026367	164.568756103516	161.8203125	165.601028442383	167.195724487305	166.175857543945	167.169555664062	164.343460083008	163.644882202148	163.619262695312	165.570068359375	165.091384887695	169.265228271484	165.970443725586	164.02571105957	167.205657958984	170.106536865234	166.49772644043	171.397216796875	175.568893432617	172.512100219727	165.923324584961	164.621459960938	162.501998901367	158.969665527344	160.143569946289	166.20475769043	172.52619934082	173.184967041016	172.689559936523	173.880813598633	176.332061767578	172.518737792969	175.052520751953	173.430755615234	170.356216430664	167.282348632812	167.040267944336	162.999008178711	157.172836303711	143.909866333008	125.307472229004	91.7460708618164	61.2696990966797	125.585189819336	122.990798950195	119.729644775391	117.657989501953	114.547737121582	113.047653198242	110.814346313477	107.870613098145	104.161720275879	101.16902923584	98.0511703491211	95.1083221435547	90.6156692504883	86.8560562133789	82.9918899536133	79.1753082275391	74.5660934448242	70.6148910522461	66.9088516235352	63.9450073242188	60.4900665283203	57.8616485595703	56.5881805419922	56.0656547546387	55.6585464477539	55.5757522583008	56.7604866027832	58.2166557312012	61.1482810974121	63.250244140625	65.3795471191406	67.1161956787109	70.2514343261719	73.6962585449219	76.3032913208008	77.3877334594727	79.3844375610352	81.372314453125	83.8588943481445	86.7240753173828	90.5210952758789	93.5387420654297	96.9627227783203	99.7166366577148	102.396903991699	104.250648498535	106.85107421875	108.519912719727	112.082077026367	115.027320861816	117.900505065918	121.189826965332	123.313903808594	101.16902923584	126.099166870117	120.728477478027	79.1753082275391	76.9692611694336	74.5660934448242	70.6148910522461	66.9088516235352	64.7344818115234	62.7971839904785	61.165111541748	58.9273948669434	57.567554473877	56.5881805419922	56.0581703186035	55.4346199035645	55.3199081420898	55.5757522583008	56.7604866027832	58.5318946838379	61.8294639587402	64.6310424804688	67.1161956787109	71.4805374145508	74.9568099975586	76.9352035522461	78.3967742919922	80.6810913085938	82.6421051025391	87.7196578979492	93.5387420654297	98.7952117919922	101.257690429688	103.304801940918	104.888488769531	107.480567932129	109.065940856934	110.6669921875	112.879440307617	115.027320861816	116.983306884766	119.39363861084	121.189826965332	122.945861816406	123.029762268066	124.775054931641	125.929359436035	76.6457138061523	74.5908813476562	71.8643493652344	69.2577209472656	65.6085815429688	63.1116142272949	60.2567024230957	57.3130149841309	53.3501129150391	50.3571891784668	47.493408203125	44.5503768920898	40.6796188354492	37.9164695739746	35.6236877441406	33.5071411132812	31.6037139892578	29.3525695800781	27.7218608856201	26.4136962890625	25.2151794433594	24.6110076904297	24.3070182800293	24.4403438568115	25.0722217559814	25.5103931427002	26.7507934570312	27.6969757080078	30.0053386688232	32.0652923583984	34.2547569274902	35.9530220031738	38.2347831726074	39.8380584716797	41.5960540771484	41.4318733215332	41.6473045349121	42.2039756774902	43.2380599975586	45.6534767150879	49.1156005859375	51.3591079711914	53.3896293640137	54.8750991821289	55.2485656738281	55.2533340454102	55.4091529846191	55.0795440673828	54.702320098877	53.9908218383789	54.0876388549805	53.7711181640625	52.216251373291	50.8118476867676	49.4584579467773	47.865306854248	45.6686706542969	44.2203712463379	42.9626541137695	41.262321472168	39.1870803833008	37.8739547729492	36.725170135498	35.7528533935547	34.1998481750488	33.2031135559082	32.2813339233398	31.6590709686279	30.6921977996826	30.3816623687744	30.0666618347168	30.0101776123047	30.3580341339111	31.1445274353027	31.1502094268799	31.1634006500244	32.617073059082	34.2910003662109	35.533748626709	36.8273887634277	38.6855316162109	40.1419677734375	41.388729095459	42.1796684265137	44.2070274353027	46.166675567627	47.9331092834473	49.6396675109863	52.2060203552246	53.9873504638672	56.0411796569824	58.1551513671875	61.0368843078613	63.1299591064453	65.28759765625	67.4191741943359	69.7288818359375	71.578010559082	73.7689743041992	75.3714218139648	42.257022857666	46.5573806762695	65.6528701782227	103.494384765625	157.434097290039	187.447662353516	201.439453125	209.030731201172	212.385620117188	212.937347412109	210.167282104492	209.400390625	209.303192138672	203.481323242188	197.61474609375	187.609985351562	185.03874206543	182.633239746094	179.800018310547	177.248031616211	179.194747924805	178.444091796875	175.640670776367	174.738815307617	178.700714111328	178.786224365234	178.048294067383	175.486709594727	172.359603881836	163.399703979492	147.841201782227	140.956924438477	133.800369262695	136.331558227539	145.383941650391	165.562896728516	181.034393310547	191.850555419922	190.34602355957	182.416885375977	157.549011230469	135.043014526367	121.62313079834	116.928596496582	120.832397460938	135.148895263672	140.851638793945	143.905807495117	148.854019165039	148.490264892578	142.761962890625	139.482147216797	142.544616699219	146.687423706055	149.266311645508	152.81852722168	161.699645996094	164.321472167969	161.843673706055	165.513458251953	167.119491577148	166.344223022461	167.088439941406	165.128341674805	164.156005859375	164.237640380859	165.458648681641	164.303787231445	169.359313964844	165.849960327148	164.495986938477	167.794631958008	168.825424194336	167.294509887695	170.423614501953	176.429168701172	173.896453857422	167.244140625	165.106018066406	162.197219848633	159.931411743164	159.20133972168	167.402038574219	172.11637878418	171.774444580078	172.854949951172	173.923187255859	175.781311035156	173.285095214844	175.16259765625	173.439865112305	170.67448425293	166.863586425781	167.051132202148	162.935043334961	157.050842285156	148.792831420898	124.730445861816	91.2135848999023	61.1044425964355	42.8535850513787	2.81931480601176	0	126	67.3413479378809	4.43035183801848	126	326	34.6909974225447	2.28230246200952	326	428	31.6300270617319	2.08092283300868	428	520	160.190782215868	10.538867251044	520	0
